1	609	0.915610671043396
1	35	0.9138950705528259
1	131	0.9002753496170044
1	775	0.8548703789710999
1	890	0.8537425994873047
1	110	0.8312510848045349
1	192	0.8278710246086121
1	747	0.8272227048873901
1	309	0.823215663433075
1	511	0.8186560273170471
2	87	0.9564183950424194
2	116	0.8960520029067993
2	1118	0.8703631162643433
2	756	0.7622987031936646
2	410	0.5859794616699219
2	737	0.5629397630691528
2	36	0.5196278691291809
2	492	0.4869427978992462
2	59	0.4861186742782593
2	1142	0.4754042625427246
3	1064	0.4594198167324066
3	236	0.4564489722251892
3	590	0.44687730073928833
3	15	0.44261306524276733
3	504	0.43861377239227295
3	127	0.43260061740875244
3	224	0.4325014650821686
3	514	0.42074906826019287
3	497	0.41732972860336304
3	444	0.4123949408531189
4	1018	0.9565591812133789
4	476	0.463993638753891
4	939	0.44431430101394653
4	189	0.43584638833999634
4	1160	0.41983717679977417
4	1174	0.4195556938648224
4	353	0.38152042031288147
4	954	0.3770413398742676
4	409	0.35759681463241577
4	377	0.35385045409202576
5	72	0.982580304145813
5	375	0.9286367297172546
5	330	0.9183379411697388
5	948	0.9181350469589233
5	495	0.9142239689826965
5	480	0.8712248802185059
5	681	0.7938054800033569
5	466	0.780811071395874
5	239	0.7753492593765259
5	439	0.7275068759918213
6	863	0.920499861240387
6	279	0.5379998087882996
6	98	0.42327097058296204
6	1014	0.4080434739589691
6	1008	0.39974337816238403
6	1032	0.3585161864757538
6	152	0.35687384009361267
6	920	0.35577914118766785
6	155	0.35303592681884766
6	360	0.35247957706451416
7	1025	0.4715588092803955
7	185	0.4613175392150879
7	900	0.46080976724624634
7	21	0.4593832492828369
7	260	0.45498737692832947
7	152	0.4480989873409271
7	930	0.4220583140850067
7	186	0.42145633697509766
7	263	0.41834816336631775
7	95	0.4067322015762329
8	607	0.6776424646377563
8	313	0.6141310334205627
8	1024	0.5822803974151611
8	831	0.5519391894340515
8	673	0.5426977276802063
8	350	0.53312087059021
8	1070	0.5240429043769836
8	1152	0.5128569006919861
8	218	0.5038394927978516
8	805	0.49631401896476746
9	269	0.8397491574287415
9	849	0.8003734350204468
9	173	0.604415774345398
9	167	0.5067747831344604
9	483	0.49480822682380676
9	418	0.4870726764202118
9	651	0.4540816843509674
9	557	0.4473118185997009
9	687	0.42294299602508545
9	813	0.4170103371143341
10	1122	0.6817761063575745
10	990	0.41394805908203125
10	613	0.38285306096076965
10	1131	0.37646716833114624
10	11	0.36352699995040894
10	8	0.3570941090583801
10	996	0.35142940282821655
10	748	0.3402041792869568
10	687	0.33798035979270935
10	653	0.33351409435272217
11	402	0.5099678039550781
11	542	0.5015943050384521
11	50	0.45127224922180176
11	419	0.4469854235649109
11	1041	0.4410835802555084
11	793	0.42562347650527954
11	973	0.4207724630832672
11	1013	0.4024291932582855
11	313	0.3984087407588959
11	165	0.3949173092842102
12	105	0.7593321204185486
12	850	0.7117427587509155
12	766	0.7048358917236328
12	272	0.6871171593666077
12	790	0.6353346109390259
12	1025	0.6027082800865173
12	260	0.5935399532318115
12	584	0.5898987054824829
12	553	0.5718106627464294
12	900	0.5627591609954834
13	867	0.7333913445472717
13	331	0.7054634690284729
13	228	0.6964961290359497
13	186	0.6785309314727783
13	709	0.6661676168441772
13	1001	0.6446762084960938
13	965	0.598497211933136
13	794	0.5792867541313171
13	641	0.5730575919151306
13	659	0.5690005421638489
14	756	0.545287549495697
14	220	0.46803393959999084
14	878	0.46561339497566223
14	1056	0.45200827717781067
14	325	0.44139888882637024
14	73	0.44122934341430664
14	939	0.43913671374320984
14	697	0.43802350759506226
14	360	0.4216868281364441
14	998	0.4183691143989563
15	33	0.8638538718223572
15	587	0.7549030780792236
15	791	0.6916511654853821
15	325	0.5703836679458618
15	911	0.5702344179153442
15	316	0.5680715441703796
15	142	0.5368077158927917
15	1153	0.5165607333183289
15	229	0.5155833959579468
15	712	0.5103222727775574
16	211	0.4651433825492859
16	464	0.44897639751434326
16	27	0.43314623832702637
16	222	0.43277108669281006
16	522	0.41874468326568604
16	1012	0.41219034790992737
16	465	0.4119592010974884
16	1142	0.40722912549972534
16	347	0.39737123250961304
16	787	0.39074721932411194
17	354	0.701750636100769
17	947	0.6653296947479248
17	226	0.5638375282287598
17	778	0.5268529653549194
17	124	0.5205105543136597
17	43	0.4942014813423157
17	656	0.49038195610046387
17	207	0.4849298894405365
17	822	0.4600375294685364
17	237	0.45309966802597046
18	467	0.758771538734436
18	1070	0.660742998123169
18	759	0.6577847003936768
18	887	0.6196197271347046
18	535	0.5851958990097046
18	218	0.559146523475647
18	820	0.5549311637878418
18	146	0.539628267288208
18	665	0.5383991599082947
18	534	0.5355570912361145
19	136	0.9774904251098633
19	1158	0.9262799024581909
19	502	0.9194111824035645
19	256	0.8845238089561462
19	205	0.857466459274292
19	818	0.822625458240509
19	381	0.8037562370300293
19	1019	0.8007346391677856
19	1003	0.796879231929779
19	328	0.7579845786094666
20	736	0.977832555770874
20	138	0.5481585264205933
20	1020	0.4836170971393585
20	672	0.41584259271621704
20	291	0.41393283009529114
20	881	0.39313408732414246
20	211	0.3894839286804199
20	671	0.38168206810951233
20	612	0.3719870448112488
20	416	0.3712763786315918
21	699	0.6424670219421387
21	106	0.5785967707633972
21	103	0.5525306463241577
21	152	0.5360527038574219
21	652	0.5035306811332703
21	790	0.49537670612335205
21	992	0.4950490891933441
21	518	0.49106624722480774
21	1008	0.4866255819797516
21	969	0.4842970371246338
22	525	0.980290412902832
22	130	0.8929795026779175
22	560	0.7514375448226929
22	203	0.7264792919158936
22	453	0.726070761680603
22	818	0.7254649996757507
22	1003	0.7191179394721985
22	1019	0.7032427787780762
22	381	0.7027589678764343
22	97	0.6826870441436768
23	131	0.6599828004837036
23	1	0.6230830550193787
23	775	0.6206946969032288
23	747	0.6100830435752869
23	977	0.6062510013580322
23	609	0.605758786201477
23	1027	0.5918464064598083
23	955	0.5912696719169617
23	285	0.5839240550994873
23	404	0.5810846090316772
24	270	0.6691112518310547
24	252	0.6146498918533325
24	1060	0.5524423718452454
24	670	0.5521531105041504
24	686	0.5368150472640991
24	224	0.5353029370307922
24	509	0.5131908655166626
24	1058	0.48596325516700745
24	519	0.47126835584640503
24	406	0.4691276550292969
25	413	0.8705719113349915
25	394	0.8260847926139832
25	345	0.8019880056381226
25	976	0.7863777279853821
25	581	0.7737066149711609
25	846	0.5544479489326477
25	81	0.5528057217597961
25	240	0.5452151894569397
25	120	0.5170783400535583
25	945	0.5040265321731567
26	893	0.800872802734375
26	476	0.6290132999420166
26	776	0.6078301668167114
26	548	0.5996192097663879
26	855	0.5704091787338257
26	237	0.563725471496582
26	135	0.5612597465515137
26	606	0.5528007745742798
26	215	0.5515068769454956
26	1079	0.5390211939811707
27	211	0.6693702936172485
27	236	0.6618403196334839
27	224	0.5883826017379761
27	475	0.5645628571510315
27	743	0.550920844078064
27	429	0.5484633445739746
27	606	0.5482301115989685
27	444	0.5430322289466858
27	934	0.5426372289657593
27	347	0.5336625576019287
28	907	0.9320950508117676
28	1159	0.927869439125061
28	885	0.9124258756637573
28	470	0.8776224255561829
28	508	0.8762965202331543
28	246	0.8761801719665527
28	194	0.8715040683746338
28	408	0.856215238571167
28	56	0.8548074960708618
28	296	0.8545019626617432
29	560	0.6729847192764282
29	818	0.5528572797775269
29	525	0.5350976586341858
29	453	0.5311108827590942
29	22	0.5299562811851501
29	203	0.5286474227905273
29	130	0.527924656867981
