10001590	10001590	68.02110287918416
10001590	70678720	48.34182693536167
10001590	13873655	47.126515125919894
10001590	10092969	43.98343890283569
10001590	11703574	43.520544341167124
10001590	480770	43.43187146231417
10001590	484588	41.86951920440267
10001590	25224569	41.435947140230795
10001590	52951053	41.271311111127105
10001590	3012486	41.14604586117194
100018	100018	143.00109553226903
100018	12855889	106.58679292757719
100018	219993	105.65999867190341
100018	14311149	101.09435422306156
100018	9896928	100.90793252862193
100018	496772	100.80484583466928
100018	101704412	100.21373165159117
100018	12302181	99.0333568881892
100018	24763	98.60834885127953
100018	56671053	98.29297855166297
10001844	10001844	73.37561632271785
10001844	70678765	52.513381085541226
10001844	36523	49.62166580380058
10001844	65331	49.62166580380058
10001844	70678758	47.76180810057241
10001844	18007905	46.544800934411406
10001844	156963475	43.330886647748315
10001844	32800	42.41917231789888
10001844	55582	41.63287963371116
10001844	657181	40.02946515949381
10004345	10004345	99.07985637984466
10004345	101761	90.63404674627176
10004345	132472377	88.15174048290187
10004345	9846221	87.73094205400152
10004345	15560324	86.87273090265359
10004345	3084830	83.26428615765793
10004345	101124567	79.78666672750919
10004345	92156	75.60129305244939
10004345	9846222	75.4308594115904
10004345	73170	73.4070040917112
10007	10007	34.20446210326189
10007	17163601	23.017296314004987
10007	2794	22.1959792647882
10007	6075102	22.09084857250156
10007	76332273	21.305821019622684
10007	8231	20.781501169922137
10007	121305180	20.35206046543474
10007	23573	19.18235886163781
10007	22227788	18.97017031854914
10007	83170	18.598764755117656
10007022	10007022	102.40891769593507
10007022	5273567	77.06445485147647
10007022	23724734	75.34830701433022
10007022	11719580	74.72628791878986
10007022	70698197	74.10504478429958
10007022	11274280	72.94309545237736
10007022	14034195	72.76900923339502
10007022	14034277	72.76838407685106
10007022	10191345	72.49290266954715
10007022	9548907	71.29676067949018
10008761	10008761	110.0822481784477
10008761	24883429	60.206997102896075
10008761	24772043	31.043690581223526
10008761	49866874	28.48174987988267
10008761	73776234	25.91805023777595
10008761	46836227	25.452640976359067
10008761	517313	25.274566413390858
10008761	86175000	24.67280984346395
10008761	49866485	24.516329066280118
10008761	121280087	23.82082279915284
100094	100094	52.56510887294071
100094	71464661	50.36661023915922
100094	3038501	49.29241148262511
100094	6992140	49.29241148262511
100094	10237737	47.86448623250032
100094	6995653	36.532237374633546
100094	10363838	34.95724813132524
100094	152455	32.79709520221582
100094	441445	32.53054096504084
100094	53861142	32.16786524658463
10009623	10009623	153.29874031373382
10009623	11859396	115.01187766437774
10009623	3083630	110.75203373434962
10009623	134716700	106.4322787944369
10009623	11024113	99.9153853193534
10009623	5281401	71.98160924305452
10009623	54582102	52.36619876374502
10009623	6475569	51.85501693489457
10009623	16723678	49.162297267871395
10009623	50901033	48.400893962536855
10019350	10019350	79.52218127653074
10019350	86289593	75.96601197709852
10019350	45267323	28.851540353795226
10019350	70698225	28.665898394544474
10019350	442045	27.835932969808578
10019350	440345	27.3650543152122
10019350	50900940	27.091699135644216
10019350	443565	26.509406326991748
10019350	443564	26.374238253486258
10019350	24867475	26.036853727887838
10021147	10021147	53.92791127001211
10021147	12959501	37.337353778116295
10021147	6917695	36.395613376667264
10021147	115212	35.61380849072898
10021147	443832	35.4040267737581
10021147	65907	34.43499299440725
10021147	152035	34.32437324097188
10021147	3033521	33.46841400601655
10021147	49787019	32.572153360484485
10021147	151897	32.25819702788982
10021867	10021867	67.62347374188457
10021867	10429033	65.8515946286802
10021867	71464676	41.417636030240445
10021867	6993105	41.40344047337808
10021867	3081372	40.00885031208076
10021867	152198	39.74067980777428
10021867	7020094	39.5684232315145
10021867	25074469	39.405520572396725
10021867	87453228	39.13549721511186
10021867	16134956	38.80499439771427
10022829	10022829	59.774489169095006
10022829	10221550	59.774489169095006
10022829	91862119	59.115507297305726
10022829	155903254	58.85533663858747
10022829	91859487	58.8363150751482
10022829	10221549	58.579214590418445
10022829	91858015	58.579214590418445
10022829	70678986	58.5302579784087
10022829	46906083	58.215096877716476
10022829	91849838	58.20249322645166
100231	100231	129.33329663437965
100231	177154	100.65190974926269
100231	308359	97.60756911933103
100231	9917490	66.98075700304746
100231	6399009	58.126691220876225
100231	5649	57.44035365479135
100231	159795	57.15264277489588
100231	4752	55.4596727662486
100231	155035	54.81672636613612
100231	442366	53.083009683527
10024043	10024043	70.73227285653621
10024043	38356814	58.369327918158696
10024043	38356808	55.89088224752056
10024043	42607529	51.14033560773085
10024043	179443	49.75970278114302
10024043	641676	49.360257618805555
10024043	16133855	48.849455108828685
10024043	44567057	48.749311613965425
10024043	59397470	48.45278922405218
10024043	53356210	48.43053012659057
100252	100252	56.865958642966
100252	135537060	46.0304160573979
100252	193735	45.63444423814198
100252	150959	45.503860434184105
100252	6030	45.16438555178544
100252	440416	44.72517567726273
100252	150856	44.33797985645816
100252	150973	44.33797985645816
100252	49866507	44.29072419883163
100252	21604869	43.92549270073144
100269	100269	103.99919863815818
100269	12876352	55.05802101431783
100269	68934	53.74379544968283
100269	83814	33.26407738962895
100269	16722157	32.726242085168046
100269	213039	31.67124192546529
100269	23725083	31.67124192546529
100269	146672911	30.647702022688055
100269	6438150	30.613586795898385
100269	442058	30.338034681084075
100274	100274	57.67567763376048
100274	100275	52.10400476798483
100274	441560	52.10400476798483
100274	10412331	33.52057631842412
100274	644101	33.05941580694485
100274	46224575	32.926816816607456
100274	15385440	32.63147223431765
100274	102571757	32.46722187102461
100274	25245473	32.27018634056769
100274	11274280	32.15742504172982
100275	100275	54.54843197763739
100275	441560	54.54843197763739
100275	100274	51.10971379096097
100275	46224575	34.042924892758585
100275	91862042	33.94200008730398
100275	70678695	33.13877953843403
100275	49859673	32.46206301412708
100275	102571757	32.3045391910678
100275	49859674	32.12787587261637
100275	56927979	31.798840329641997
10029385	10029385	100.98084889876617
10029385	9931953	55.01156238120483
10029385	18004026	47.54455567622663
10029385	441338	45.18611167215972
10029385	76310432	44.85911485530039
10029385	60194102	41.22115944748086
10029385	118599727	38.95493321140115
10029385	146195299	37.25282596078545
10029385	183380	37.244820021022484
10029385	68752	36.846963511815204
1003	1003	11.738498502042422
1003	1003	11.738498502042422
1003	15391	10.680267538399264
1003	193787	10.680267538399264
1003	23342	10.368686928710707
1003	49791756	10.07477076908113
1003	729	10.07477076908113
1003	86289245	10.07477076908113
1003	86289247	10.07477076908113
1003	54758623	9.797058290330543
10030158	10030158	97.34761222500177
10030158	10792075	71.18512325134999
10030158	135509117	59.34478447750046
10030158	5281688	57.256968531782185
10030158	56679815	54.02674244312709
10030158	53483955	53.42911020411908
10030158	6438150	52.1667988725098
10030158	6441012	52.01371178544815
10030158	6434324	51.2895019266777
10030158	5289090	50.65042365413007
100308	100308	56.23486689975897
100308	44257558	31.062562434527422
100308	56597215	29.62808625673538
100308	6618	29.15752833375642
100308	10953212	28.53262517063113
100308	78159	28.164703713244226
100308	53262824	27.751113294924654
100308	120290	27.494003506464033
100308	324093	26.64276698187678
100308	34474	26.48922729597095
10031063	10031063	92.92749071887366
10031063	13537150	81.63094955253901
10031063	10350481	79.96489672350299
10031063	10373263	75.72326828029739
10031063	93001	75.45466315174308
10031063	12309527	74.74309508687614
10031063	9547215	74.50046945105977
